"Desenvolvedor","Data","Classificacao_ownership","Major","Minor","Total"
"Niki","2005-12-01","Major",1,0,1
"Octo","2005-12-01","Major",3,0,3
"Tokkee","2005-12-01","Major",3,0,3
"Octo","2006-01-01","Major",3,0,3
"Octo","2006-02-01","Major",3,0,3
"Octo","2006-03-01","Major",3,0,3
"Octo","2006-04-01","Major",3,0,3
"Octo","2006-05-01","Major",3,0,3
"Florian Forster","2006-06-01","Major",4,0,4
"Octo","2006-06-01","Major",4,0,4
"Florian Forster","2006-07-01","Major",4,0,4
"Florian Forster","2006-09-01","Major",4,0,4
"Florian Forster","2006-10-01","Major",4,0,4
"Florian Forster","2006-11-01","Major",4,0,4
"Lubos Stanek","2006-11-01","Major",6,0,6
"Sebastian Harl","2006-11-01","Major",6,0,6
"Florian Forster","2006-12-01","Major",6,0,6
"Sebastian Harl","2006-12-01","Major",6,0,6
"Florian Forster","2007-01-01","Major",6,0,6
"Florian Forster","2007-02-01","Major",6,0,6
"Florian Forster","2007-03-01","Major",6,0,6
"Sebastian Harl","2007-03-01","Major",7,0,7
"Sjoerd Van Der Berg","2007-03-01","Major",7,0,7
"Florian Forster","2007-04-01","Major",7,0,7
"Sebastian Harl","2007-04-01","Major",7,0,7
"Florian Forster","2007-05-01","Major",7,0,7
"Sebastian Harl","2007-05-01","Major",7,0,7
"Florian Forster","2007-06-01","Major",7,0,7
"Sebastian Harl","2007-06-01","Major",7,0,7
"Florian Forster","2007-07-01","Major",7,0,7
"Florian Forster","2007-08-01","Major",7,0,7
"Sebastian Harl","2007-08-01","Major",7,0,7
"Florian Forster","2007-09-01","Major",7,0,7
"Sebastian Harl","2007-09-01","Major",7,0,7
"Florian Forster","2007-10-01","Major",7,0,7
"Sebastian Harl","2007-10-01","Major",7,0,7
"Florian Forster","2007-11-01","Major",7,0,7
"Richard Jones","2007-11-01","Major",8,0,8
"Sebastian Harl","2007-11-01","Major",8,0,8
"Florian Forster","2007-12-01","Major",8,0,8
"Luke Heberling","2007-12-01","Major",9,0,9
"Florian Forster","2008-01-01","Major",9,0,9
"Richard Jones","2008-01-01","Major",9,0,9
"Sebastian Harl","2008-01-01","Major",9,0,9
"Florian Forster","2008-02-01","Major",9,0,9
"Luke Heberling","2008-02-01","Major",9,0,9
"Sebastian Harl","2008-02-01","Major",9,0,9
"Florian Forster","2008-03-01","Major",9,0,9
"Sebastian Harl","2008-03-01","Major",9,0,9
"Florian Forster","2008-04-01","Major",9,0,9
"Sebastian Harl","2008-04-01","Major",10,0,10
"Stefan Hacker","2008-04-01","Major",10,0,10
"Florian Forster","2008-05-01","Major",10,0,10
"Sebastian Harl","2008-05-01","Major",10,0,10
"Florian Forster","2008-06-01","Major",10,0,10
"Michal Miroslaw","2008-06-01","Major",13,0,13
"Oleg King","2008-06-01","Major",13,0,13
"Sebastian Harl","2008-06-01","Major",13,0,13
"Alessandro Iurlano","2008-07-01","Major",13,0,13
"Florian Forster","2008-07-01","Major",13,0,13
"Sebastian Harl","2008-07-01","Major",13,0,13
"Florian Forster","2008-08-01","Major",13,0,13
"Sebastian Harl","2008-08-01","Major",13,0,13
"Florian Forster","2008-09-01","Major",13,0,13
"Sebastian Harl","2008-09-01","Major",13,0,13
"Florian Forster","2008-10-01","Major",13,0,13
"Sebastian Harl","2008-10-01","Major",13,0,13
"Florian Forster","2008-11-01","Major",13,0,13
"Florian Forster","2008-12-01","Major",13,0,13
"Sebastian Harl","2008-12-01","Major",13,0,13
"Florian Forster","2009-01-01","Major",13,0,13
"Sebastian Harl","2009-01-01","Major",13,0,13
"Florian Forster","2009-02-01","Major",13,0,13
"Sebastian Harl","2009-02-01","Major",14,0,14
"Bruno Premont","2009-03-01","Major",14,0,14
"Eric Reed","2009-03-01","Major",18,0,18
"Florian Forster","2009-03-01","Major",18,0,18
"Marco Chiappero","2009-03-01","Major",18,0,18
"Sebastian Harl","2009-03-01","Major",18,0,18
"Tomasz Pala","2009-03-01","Major",18,0,18
"Edward Koko Konetzko","2009-04-01","Major",18,0,18
"Florian Forster","2009-04-01","Major",19,0,19
"Marco Chiappero","2009-04-01","Major",19,0,19
"Doug Maceachern","2009-05-01","Major",19,0,19
"Florian Forster","2009-05-01","Major",19,0,19
"Sebastian Harl","2009-05-01","Major",19,0,19
"Florian Forster","2009-06-01","Major",19,0,19
"Paul Sadauskas","2009-06-01","Major",21,0,21
"Anthony Dewhurst","2009-07-01","Major",21,0,21
"Florian Forster","2009-07-01","Major",21,0,21
"Paul Sadauskas","2009-07-01","Major",21,0,21
"Sebastian Harl","2009-07-01","Major",21,0,21
"Florian Forster","2009-08-01","Major",21,0,21
"Florian Forster","2009-09-01","Major",21,0,21
"Florian Forster","2009-10-01","Major",21,0,21
"Patrik Weiskircher","2009-10-01","Major",23,0,23
"Sven Trenkel","2009-10-01","Major",23,0,23
"Florian Forster","2009-11-01","Major",23,0,23
"Sebastian Harl","2009-11-01","Major",24,0,24
"Sven Trenkel","2009-11-01","Major",24,0,24
"Ben Knight","2009-12-01","Major",24,0,24
"Florian Forster","2009-12-01","Major",24,0,24
"Sven Trenkel","2009-12-01","Major",24,0,24
"Florian Forster","2010-01-01","Major",24,0,24
"Sebastian Harl","2010-01-01","Major",24,0,24
"Sven Trenkel","2010-01-01","Major",24,0,24
"Florian Forster","2010-02-01","Major",24,0,24
"Florian Forster","2010-03-01","Major",24,0,24
"Sebastian Harl","2010-03-01","Major",24,0,24
"Florian Forster","2010-04-01","Major",24,0,24
"Sven Trenkel","2010-04-01","Major",24,0,24
"Florian Forster","2010-05-01","Major",24,0,24
"Sven Trenkel","2010-05-01","Major",24,0,24
"Florian Forster","2010-06-01","Major",24,0,24
"Jerome Renard","2010-06-01","Major",26,0,26
"Marc Fournier","2010-06-01","Major",26,0,26
"Sven Trenkel","2010-06-01","Major",26,0,26
"Florian Forster","2010-07-01","Major",26,0,26
"Marc Fournier","2010-07-01","Major",27,0,27
"Aurelien Reynaud","2010-08-01","Major",27,0,27
"Florian Forster","2010-08-01","Major",28,0,28
"Hakon-Dugstad.Johnsen@Telenor.Com","2010-08-01","Major",28,0,28
"Sebastian Harl","2010-08-01","Major",28,0,28
"Aurelien Reynaud","2010-09-01","Major",28,0,28
"Florian Forster","2010-09-01","Major",29,0,29
"Akkarit Sangpetch","2010-10-01","Major",29,0,29
"Aurelien Reynaud","2010-10-01","Major",29,0,29
"Florian Forster","2010-10-01","Major",29,0,29
"Sven Trenkel","2010-10-01","Major",29,0,29
"Akkarit Sangpetch","2010-11-01","Major",29,0,29
"Florian Forster","2010-11-01","Major",29,0,29
"Sven Trenkel","2010-11-01","Major",29,0,29
"Florian Forster","2010-12-01","Major",29,0,29
"Florian Forster","2011-01-01","Major",29,0,29
"Florian Forster","2011-02-01","Major",29,0,29
"Michael Hanselmann","2011-02-01","Major",31,0,31
"Andres J. Diaz","2011-03-01","Major",31,0,31
"Florian Forster","2011-03-01","Major",31,0,31
"Florian Forster","2011-04-01","Major",31,0,31
"Stefan Rinkes","2011-04-01","Major",32,0,32
"Florian Forster","2011-05-01","Major",32,0,32
"Florian Forster","2011-06-01","Major",32,0,32
"Florian Forster","2011-07-01","Major",32,0,32
"Florian Forster","2011-08-01","Major",32,0,32
"Peter Green","2011-08-01","Major",33,0,33
"Florian Forster","2011-09-01","Major",33,0,33
"Fabien Wernli","2011-10-01","Major",34,0,34
"Jerome Renard","2011-10-01","Major",34,0,34
"Florian Forster","2011-11-01","Major",34,0,34
"Florian Forster","2011-12-01","Major",34,0,34
"Jerome Renard","2011-12-01","Major",36,0,36
"Michael Stapelberg","2011-12-01","Major",36,0,36
"Chris Lundquist","2012-01-01","Major",36,0,36
"Florian Forster","2012-01-01","Major",36,0,36
"Sebastian Harl","2012-01-01","Major",36,0,36
"Sven Trenkel","2012-01-01","Major",36,0,36
"Florian Forster","2012-02-01","Major",36,0,36
"Florian Forster","2012-03-01","Major",36,0,36
"Sebastian Harl","2012-03-01","Major",36,0,36
"Florian Forster","2012-04-01","Major",36,0,36
"Florian Forster","2012-05-01","Major",36,0,36
