"Variabilidades","Data","EhAutor","Desenvolvedor"
"","2017-02-01","Autor",2
"","2017-02-01","Colaborador",2
"","2017-03-01","Autor",3
"","2017-03-01","Colaborador",2
"","2017-04-01","Autor",2
"","2017-04-01","Colaborador",3
"","2017-05-01","Autor",2
"","2017-05-01","Colaborador",4
"","2017-06-01","Colaborador",2
"","2017-07-01","Autor",4
"","2017-07-01","Colaborador",5
"","2017-08-01","Autor",1
"","2017-08-01","Colaborador",4
"","2017-09-01","Colaborador",3
"","2017-10-01","Autor",2
"","2017-10-01","Colaborador",3
"","2017-11-01","Autor",1
"","2017-11-01","Colaborador",2
"","2017-12-01","Autor",2
"","2017-12-01","Colaborador",3
"","2018-01-01","Colaborador",3
"","2018-02-01","Autor",1
"","2018-02-01","Colaborador",4
"","2018-03-01","Autor",2
"","2018-03-01","Colaborador",2
"","2018-04-01","Autor",1
"","2018-04-01","Colaborador",2
"","2018-05-01","Autor",3
"","2018-05-01","Colaborador",5
"","2018-06-01","Autor",4
"","2018-06-01","Colaborador",3
"","2018-07-01","Autor",1
"","2018-07-01","Colaborador",2
"","2018-08-01","Autor",1
"","2018-08-01","Colaborador",1
"","2018-09-01","Autor",2
"","2018-09-01","Colaborador",1
"","2018-10-01","Autor",3
"","2018-10-01","Colaborador",4
"","2018-11-01","Colaborador",2
"","2018-12-01","Autor",1
"","2018-12-01","Colaborador",2
"","2019-01-01","Autor",1
"","2019-02-01","Autor",1
"","2019-02-01","Colaborador",3
"","2019-03-01","Colaborador",1
"","2019-04-01","Autor",2
"","2019-04-01","Colaborador",1
"","2019-05-01","Autor",5
"","2019-05-01","Colaborador",2
"","2019-06-01","Autor",1
"","2019-06-01","Colaborador",3
"","2019-07-01","Autor",1
"","2019-07-01","Colaborador",3
"","2019-08-01","Colaborador",2
"","2019-09-01","Autor",4
"","2019-09-01","Colaborador",2
"","2019-10-01","Autor",2
"","2019-10-01","Colaborador",1
"","2019-11-01","Autor",2
"","2019-12-01","Autor",1
"","2020-01-01","Autor",1
"","2020-02-01","Autor",3
"","2020-02-01","Colaborador",1
"","2020-03-01","Autor",1
"","2020-03-01","Colaborador",1
"","2020-05-01","Autor",1
"","2020-05-01","Colaborador",1
"","2020-06-01","Autor",2
"","2020-07-01","Autor",3
"","2020-08-01","Autor",1
"","2020-08-01","Colaborador",1
"","2020-09-01","Colaborador",1
"__APPLE__","2006-10-01","Autor",1
"__APPLE__","2006-12-01","Colaborador",1
"__APPLE__","2016-11-01","Colaborador",1
"__FAVOR_BSD","2007-02-01","Colaborador",1
"__FreeBSD__","2008-04-01","Colaborador",1
"__linux__","2006-10-01","Autor",1
"__OpenBSD__","2006-10-01","Autor",1
"__OpenBSD__","2008-08-01","Colaborador",1
"__OpenBSD__","2009-02-01","Colaborador",1
"__OpenBSD__","2016-11-01","Colaborador",1
"__STRICT_ANSI__ /* {{{ */","2008-11-01","Colaborador",1
"__STRICT_ANSI__ /* {{{ */","2008-12-01","Colaborador",1
"__STRICT_ANSI__ /* {{{ */","2009-05-01","Colaborador",1
"__USE_ISOC99","2006-12-01","Colaborador",1
"__USE_ISOC99","2007-01-01","Colaborador",1
"__USE_ISOC99","2007-03-01","Colaborador",1
"__USE_ISOC99","2007-06-01","Colaborador",1
"__USE_ISOC99","2016-11-01","Colaborador",1
"__USE_ISOC99 /* required for NAN */","2007-09-01","Autor",1
"_AIXVERSION_610","2016-11-01","Colaborador",1
"_BSD_SOURCE","2008-10-01","Colaborador",1
"_BSD_SOURCE","2009-01-01","Colaborador",1
"_BSD_SOURCE","2009-05-01","Colaborador",1
"_BSD_SOURCE","2017-05-01","Colaborador",1
"_GNU_SOURCE","2008-10-01","Colaborador",1
"_GNU_SOURCE","2008-11-01","Colaborador",1
"_GNU_SOURCE","2008-12-01","Colaborador",1
"_GNU_SOURCE","2009-05-01","Colaborador",1
"_ISOC99_SOURCE","2008-10-01","Colaborador",1
"_ISOC99_SOURCE","2008-11-01","Colaborador",1
"_ISOC99_SOURCE","2008-12-01","Colaborador",1
"_ISOC99_SOURCE","2009-01-01","Colaborador",1
"_ISOC99_SOURCE","2009-05-01","Colaborador",1
"_ISOC99_SOURCE","2010-08-01","Colaborador",1
"_ISOC99_SOURCE","2010-12-01","Colaborador",1
"_ISOC99_SOURCE","2015-07-01","Colaborador",1
"_ISOC99_SOURCE","2016-11-01","Colaborador",1
"_LINUX_CAPABILITY_VERSION_3","2016-10-01","Colaborador",1
"_POSIX_C_SOURCE","2008-10-01","Colaborador",1
"_POSIX_C_SOURCE","2008-11-01","Colaborador",1
"_POSIX_C_SOURCE","2008-12-01","Colaborador",1
"_POSIX_C_SOURCE","2009-01-01","Colaborador",1
"_POSIX_C_SOURCE","2009-05-01","Colaborador",1
"_POSIX_C_SOURCE","2010-08-01","Colaborador",1
"_POSIX_C_SOURCE","2010-12-01","Colaborador",1
"_POSIX_C_SOURCE","2015-07-01","Colaborador",1
"_POSIX_C_SOURCE","2016-11-01","Autor",1
"_POSIX_C_SOURCE","2016-11-01","Colaborador",1
"_POSIX_SOURCE","2008-10-01","Colaborador",1
"_POSIX_SOURCE","2009-01-01","Colaborador",1
"_POSIX_SOURCE","2009-05-01","Colaborador",1
"_REENTRANT","2008-10-01","Colaborador",1
"_REENTRANT","2008-11-01","Colaborador",1
"_REENTRANT","2008-12-01","Colaborador",1
"_REENTRANT","2009-01-01","Colaborador",1
"_REENTRANT","2009-05-01","Colaborador",1
"_SC_NPROCESSORS_ONLN","2016-11-01","Colaborador",1
"_SVID_SOURCE","2008-10-01","Colaborador",1
"_SVID_SOURCE","2009-05-01","Colaborador",1
"_THREAD_SAFE","2008-11-01","Colaborador",1
"_THREAD_SAFE","2008-12-01","Colaborador",1
"_THREAD_SAFE","2009-05-01","Colaborador",1
"_XOPEN_SOURCE","2008-11-01","Colaborador",1
"_XOPEN_SOURCE","2008-12-01","Colaborador",1
"_XOPEN_SOURCE","2009-01-01","Colaborador",1
"_XOPEN_SOURCE","2009-04-01","Colaborador",1
"_XOPEN_SOURCE","2009-05-01","Colaborador",1
"_XOPEN_SOURCE","2010-06-01","Colaborador",1
"_XOPEN_SOURCE","2010-08-01","Colaborador",1
"_XOPEN_SOURCE","2010-12-01","Colaborador",1
"_XOPEN_SOURCE","2015-07-01","Colaborador",1
"_XOPEN_SOURCE","2016-11-01","Colaborador",1
"!(__GLIBC__) || (__GLIBC__ < 2)","2007-03-01","Autor",1
"!(__GLIBC__) || (__GLIBC__ < 2)","2007-03-01","Colaborador",1
"!(__GLIBC__) || (__GLIBC__ < 2)","2011-04-01","Colaborador",1
"!(__GNUC__) || !__GNUC__","2008-10-01","Colaborador",1
"!(__GNUC__) || !__GNUC__","2009-02-01","Autor",1
"!(__GNUC__) || !__GNUC__","2017-04-01","Autor",1
"!(__GNUC__) || !__GNUC__","2017-04-01","Colaborador",1
"!(__OpenBSD__) &&                                                   \","2016-11-01","Colaborador",1
"!(__OpenBSD__) && ((__NetBSD_Version__) && __NetBSD_Version__ <= 699002700)","2016-11-01","Colaborador",1
"!(CP_USER) || !(CP_NICE) || !(CP_SYS) ||              \","2016-11-01","Colaborador",1
"!(HAVE_BSD_NLIST_H) || !HAVE_BSD_NLIST_H","2016-11-01","Colaborador",1
"!(HAVE_LEGACY_LIBDBI) || !HAVE_LEGACY_LIBDBI","2015-02-01","Colaborador",1
"!(HAVE_THREADSAFE_LIBRRD) || !HAVE_THREADSAFE_LIBRRD","2009-01-01","Colaborador",1
"!(HAVE_YAJL_V2)","2013-06-01","Autor",1
"!(HAVE_YAJL_V2)","2018-01-01","Colaborador",1
"!(HAVE_YAJL_V2)","2018-02-01","Colaborador",1
"!(HAVE_YAJL_V2)","2018-11-01","Colaborador",1
"!(JNI_VERSION_1_2)","2009-02-01","Colaborador",1
"!(KERNEL_LINUX) || !KERNEL_LINUX","2009-03-01","Colaborador",1
"!(KERNEL_LINUX) || !KERNEL_LINUX","2009-04-01","Autor",1
"!(KERNEL_NETBSD)","2020-07-01","Autor",1
"!(LIBDBI_VERSION) || (LIBDBI_VERSION < 900)","2015-02-01","Colaborador",1
"!(MSG_DONTWAIT)","2018-07-01","Autor",1
"!(SENSORS_API_VERSION)","2007-12-01","Colaborador",1
"!(SO_BINDTODEVICE)","2016-11-01","Colaborador",1
"!(USE_ITHREADS)","2007-11-01","Colaborador",1
"!HAVE_GETPWNAM_R && (HAVE_GETPWNAM)","2018-07-01","Autor",1
"( (__NAMESER)) && (__NAMESER >= 19991001)","2008-06-01","Colaborador",1
"( (__NAMESER)) && (__NAMESER >= 19991001)","2016-11-01","Colaborador",1
"( (__NAMESER)) && (__NAMESER >= 19991006)","2007-07-01","Colaborador",1
"( (__NAMESER)) && (__NAMESER >= 19991006)","2008-06-01","Colaborador",1
"( (__NAMESER)) && (__NAMESER >= 19991006)","2016-11-01","Colaborador",1
"( defined(hpux) || defined(__osf__) )","2006-06-01","Autor",1
"( defined(hpux) || defined(__osf__) )","2006-06-01","Colaborador",1
"(__APPLE__)","2015-12-01","Colaborador",1
"(__APPLE__) || (__FreeBSD__)","2015-12-01","Colaborador",1
"(__APPLE__) || (__FreeBSD__) || (__NetBSD__)","2015-12-01","Colaborador",1
"(__GLIBC__)","2006-06-01","Autor",1
"(__GLIBC__)","2006-06-01","Colaborador",1
"(__GNU_LIBRARY__) && !(_SEM_SEMUN_UNDEFINED)","2016-11-01","Colaborador",1
"(__GNUC__)","2016-06-01","Autor",1
"(__GNUC__) ||  (__SUNPRO_C) || (lint)","2016-11-01","Colaborador",1
"(__GNUC__) || (__clang__)","2016-06-01","Autor",1
"(__GNUC__) || (__SUNPRO_C) || (lint)","2016-11-01","Colaborador",1
"(__linux__)","2015-12-01","Colaborador",1
"(__OpenBSD__) ||                                                    \","2016-11-01","Colaborador",1
"(__OpenBSD__) || ((__NetBSD_Version__) && __NetBSD_Version__ > 699002700)","2016-11-01","Colaborador",1
"(_AIX)","2006-06-01","Autor",1
"(_AIX)","2006-06-01","Colaborador",1
"(_PATH_MOUNTED) /* glibc */","2006-03-01","Autor",1
"((__NAMESER)) && (__NAMESER >= 19991001)","2016-11-01","Colaborador",1
"((__NAMESER)) && (__NAMESER >= 19991006)","2016-11-01","Colaborador",1
"((HAVE_SYSCTL) && HAVE_SYSCTL) \","2009-02-01","Colaborador",1
"((HAVE_SYSCTL) && HAVE_SYSCTL) \","2016-11-01","Colaborador",1
"((HAVE_SYSCTL) && HAVE_SYSCTL) ||                                   \","2016-11-01","Colaborador",1
"(AMQP_VERSION) && AMQP_VERSION >= 0x00060000","2016-11-01","Colaborador",1
"(ARG_MAX) && (ARG_MAX < 4096)","2016-11-01","Colaborador",1
"(BYTE_ORDER) && (BYTE_ORDER == BIG_ENDIAN)","2015-09-01","Autor",1
"(BYTE_ORDER) && (BYTE_ORDER == BIG_ENDIAN)","2016-04-01","Autor",1
"(COLLECT_DEBUG) && COLLECT_DEBUG","2009-02-01","Colaborador",1
"(COLLECT_DEBUG) && COLLECT_DEBUG /* {{{ */","2009-02-01","Colaborador",1
"(COLLECT_DEBUG) && COLLECT_DEBUG && (__GNUC__) && __GNUC__","2018-06-01","Colaborador",1
"(CTL_HW) && (HW_NCPU) && (CTL_KERN) &&                \","2016-11-01","Colaborador",1
"(defined (__BIND)) && (__BIND >= 19950621)","2007-07-01","Colaborador",1
"(defined (__BIND)) && (__BIND >= 19950621)","2016-11-01","Colaborador",1
"(defined(__BIND)) && (__BIND >= 19950621)","2016-11-01","Colaborador",1
"(DEV_BSIZE) && (DEV_BSIZE > 0)","2009-02-01","Colaborador",1
"(EHOSTUNREACH)","2009-04-01","Colaborador",1
"(ENETUNREACH)","2009-04-01","Colaborador",1
"(HAVE_GETLOADAVG) || (KERNEL_LINUX) || (HAVE_LIBSTATGRAB)","2007-07-01","Colaborador",1
"(HAVE_IF_INDEXTONAME) && HAVE_IF_INDEXTONAME &&                     \","2016-11-01","Colaborador",1
"(HAVE_IF_INDEXTONAME) && HAVE_IF_INDEXTONAME && (SO_BINDTODEVICE)","2010-04-01","Colaborador",1
"(HAVE_IF_INDEXTONAME) && HAVE_IF_INDEXTONAME && (SO_BINDTODEVICE)","2016-11-01","Colaborador",1
"(HAVE_LIBKSTAT)","2005-12-01","Colaborador",1
"(HAVE_LIBKSTAT)","2007-07-01","Colaborador",1
"(HAVE_LIBRDKAFKA_LOGGER) && !(HAVE_LIBRDKAFKA_LOG_CB)","2016-04-01","Colaborador",1
"(HAVE_LIBRDKAFKA_LOGGER) || (HAVE_LIBRDKAFKA_LOG_CB)","2016-11-01","Colaborador",1
"(HAVE_LIBSENSORS)","2007-07-01","Colaborador",1
"(HAVE_PTHREAD_SETNAME_NP)","2016-11-01","Colaborador",1
"(HAVE_PTHREAD_SETNAME_NP) || (HAVE_PTHREAD_SET_NAME_NP)","2016-11-01","Colaborador",1
"(HAVE_SYS_CAPABILITY_H) && (CAP_NET_ADMIN)","2017-12-01","Colaborador",1
"(HOST_VM_INFO)","2007-07-01","Colaborador",1
"(HOST_VM_INFO) || HAVE_SYSCTLBYNAME || KERNEL_LINUX || HAVE_LIBKSTAT","2007-07-01","Colaborador",1
"(KERN_CPTIME2)","2009-02-01","Colaborador",1
"(KERNEL_LINUX)","2005-12-01","Colaborador",1
"(KERNEL_LINUX)","2006-04-01","Colaborador",1
"(KERNEL_LINUX)","2007-07-01","Colaborador",1
"(KERNEL_LINUX) || (HAVE_LIBKSTAT)","2006-04-01","Colaborador",1
"(KERNEL_LINUX) || (HAVE_LIBKSTAT)","2006-06-01","Colaborador",1
"(KERNEL_LINUX) || (HAVE_LIBKSTAT) || (HAVE_LIBSTATGRAB)","2005-12-01","Colaborador",1
"(KERNEL_LINUX) || (HAVE_LIBKSTAT) || (HAVE_LIBSTATGRAB)","2006-04-01","Colaborador",1
"(MHD_VERSION) && MHD_VERSION >= 0x00090000","2019-05-01","Autor",1
"(MHD_VERSION) && MHD_VERSION >= 0x00090500","2016-11-01","Autor",1
"(MHD_VERSION) && MHD_VERSION >= 0x00090500","2019-05-01","Autor",1
"(MHD_VERSION) && MHD_VERSION >= 0x00095300","2019-05-01","Autor",1
"(MSG_NONBLOCK)","2018-07-01","Autor",1
"(PROCESSOR_CPU_LOAD_INFO) || (KERNEL_LINUX) || (HAVE_LIBKSTAT) || (HAVE_SYSCTLBYNAME)","2007-07-01","Colaborador",1
"(SENSORS_API_VERSION >= 0x400) && (SENSORS_API_VERSION < 0x500)","2007-12-01","Colaborador",1
"(SO_BINDTODEVICE)","2013-09-01","Colaborador",1
"(SOCK_CLOEXEC)","2018-06-01","Autor",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2011-07-01","Colaborador",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2013-06-01","Autor",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2014-10-01","Autor",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2015-12-01","Autor",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2015-12-01","Colaborador",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2016-08-01","Autor",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2016-11-01","Colaborador",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2017-10-01","Autor",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2018-01-01","Colaborador",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2018-02-01","Colaborador",1
"(YAJL_MAJOR) && (YAJL_MAJOR > 1)","2020-03-01","Autor",1
"(YXDOMAIN) &&  (NXRRSET)","2007-07-01","Colaborador",1
"(YXDOMAIN) &&  (NXRRSET)","2016-11-01","Colaborador",1
"(YXDOMAIN) && (NXRRSET)","2016-11-01","Colaborador",1
"0 && HAVE_LIBKSTAT","2010-12-01","Colaborador",1
"AI_ADDRCONFIG","2006-02-01","Autor",1
"AI_ADDRCONFIG","2007-06-01","Colaborador",1
"AI_ADDRCONFIG","2008-04-01","Colaborador",1
"AI_ADDRCONFIG","2008-10-01","Colaborador",1
"AI_ADDRCONFIG","2009-03-01","Colaborador",1
"AI_ADDRCONFIG","2009-04-01","Colaborador",1
"AI_ADDRCONFIG","2010-08-01","Colaborador",1
"AI_ADDRCONFIG","2012-02-01","Colaborador",1
"AI_ADDRCONFIG","2013-01-01","Colaborador",1
"AI_ADDRCONFIG","2013-04-01","Colaborador",1
"AI_ADDRCONFIG","2013-06-01","Colaborador",1
"AI_ADDRCONFIG","2014-04-01","Autor",1
"AI_ADDRCONFIG","2014-09-01","Colaborador",1
"AI_ADDRCONFIG","2016-08-01","Autor",1
"AI_ADDRCONFIG","2016-08-01","Colaborador",1
"AI_PASSIVE","2009-03-01","Colaborador",1
"AI_PASSIVE","2016-08-01","Colaborador",1
"APCMAIN","2007-01-01","Colaborador",1
"APCUPS_DEFAULT_NODE","2015-06-01","Colaborador",1
"APCUPS_DEFAULT_SERVICE","2015-06-01","Colaborador",1
"ARG_MAX","2009-02-01","Colaborador",1
"ARG_MAX","2014-09-01","Colaborador",1
"ASN_NULL","2010-05-01","Colaborador",1
"ASN_TIMETICKS","2007-09-01","Colaborador",1
"assert","2005-12-01","Colaborador",1
"assert","2006-12-01","Colaborador",1
"assert","2012-09-01","Colaborador",1
"BIND_DEFAULT_URL","2009-01-01","Colaborador",1
"C_PSQL_DEFAULT_CONF","2008-07-01","Autor",1
"CAN_USE_SYSCTL","2009-02-01","Colaborador",1
"CAN_USE_SYSCTL","2014-09-01","Colaborador",1
"CAN_USE_SYSCTL /* {{{ */","2014-09-01","Colaborador",1
"CHAIN_INDEX_BUCKET_LEN","2011-04-01","Colaborador",1
"CHAIN_INDEX_INSERT_MAX","2011-04-01","Colaborador",1
"CMDLINE_BUFFER_SIZE","2014-09-01","Colaborador",1
"COLLECT_DEBUG","2009-10-01","Colaborador",1
"COLLECTD_LOCALE","2014-09-01","Colaborador",1
"COLLECTD_MNTTAB","2006-03-01","Autor",1
"COLLECTD_SOCKET_PREFIX","2006-12-01","Colaborador",1
"COLLECTD_SOCKET_PREFIX","2007-06-01","Colaborador",1
"COLLECTDMON_PIDFILE","2007-11-01","Autor",1
"CONFIG_HZ","2016-11-01","Colaborador",1
"DEBUG","2005-12-01","Autor",1
"DEBUG","2006-06-01","Autor",1
"DEBUG","2006-06-01","Colaborador",1
"DEBUG","2007-05-01","Colaborador",1
"DEBUG","2011-04-01","Colaborador",1
"DEBUG_CONNTRACK","2007-03-01","Autor",1
"DEBUG_CONNTRACK","2007-03-01","Colaborador",1
"DEBUG_CONNTRACK","2011-04-01","Colaborador",1
"DEFAULT_MAX_READ_INTERVAL","2014-09-01","Colaborador",1
"DEFAULT_MOCK_TIME","2015-11-01","Colaborador",1
"defined __OpenBSD__","2009-02-01","Colaborador",1
"defined (HAVE_SYSCTLBYNAME)","2009-02-01","Colaborador",1
"defined (HAVE_SYSCTLBYNAME)","2016-11-01","Colaborador",1
"defined( FIONBIO )","2006-06-01","Autor",1
"defined(__FreeBSD__)","2015-12-01","Colaborador",1
"defined(__linux__)","2015-12-01","Colaborador",1
"defined(__NetBSD__)","2015-12-01","Colaborador",1
"defined(__OpenBSD__)","2015-12-01","Colaborador",1
"defined(_AIX)","2006-06-01","Autor",1
"defined(_AIX)","2006-06-01","Colaborador",1
"defined(_AIX) && defined(__GNUC__)","2017-11-01","Colaborador",1
"defined(HAVE_GETUTENT)","2005-12-01","Colaborador",1
"defined(HAVE_LIBKSTAT)","2005-12-01","Colaborador",1
"defined(HAVE_LIBKSTAT)","2006-04-01","Colaborador",1
"defined(HAVE_LIBKSTAT)","2006-06-01","Colaborador",1
"defined(HAVE_LIBKSTAT)","2008-04-01","Colaborador",1
"defined(HAVE_LIBKSTAT)","2014-09-01","Colaborador",1
"defined(HAVE_LIBKSTAT) /* {{{ */","2014-09-01","Colaborador",1
"defined(HAVE_LIBSTATGRAB)","2005-12-01","Colaborador",1
"defined(HAVE_LIBSTATGRAB)","2008-04-01","Colaborador",1
"defined(HAVE_LIBSTATGRAB)","2014-09-01","Colaborador",1
"defined(HAVE_LIBSTATGRAB) /* {{{ */","2014-09-01","Colaborador",1
"defined(HAVE_PERFSTAT)","2014-09-01","Colaborador",1
"defined(HAVE_PERFSTAT) /* {{{ */","2014-09-01","Colaborador",1
"defined(HAVE_SYSCTLBYNAME)","2009-02-01","Colaborador",1
"defined(HAVE_SYSCTLBYNAME)","2014-09-01","Colaborador",1
"defined(HAVE_SYSCTLBYNAME)","2016-11-01","Colaborador",1
"defined(HAVE_SYSCTLBYNAME) /* {{{ */","2014-09-01","Colaborador",1
