"Desenvolvedor","Data","EhAutor","Variabilidades"
"Roberto@Arch","2012-09-01","Autor",1
"Roberto@Debian32","2010-11-01","Colaborador",1
"Roberto@Debian32","2011-01-01","Colaborador",1
"Roberto@Debian32","2011-04-01","Colaborador",1
"Roberto@Debian32","2011-05-01","Colaborador",3
"Roberto@Debian32","2011-06-01","Colaborador",2
"Roberto@Debian32","2011-07-01","Colaborador",3
"Roberto@Debian32","2011-08-01","Autor",4
"Roberto@Debian32","2011-08-01","Colaborador",7
"Roberto@Debian32","2011-09-01","Colaborador",2
"Roberto@Debian32","2011-10-01","Colaborador",6
"Roberto@Debian32","2011-11-01","Autor",4
"Roberto@Debian32","2011-11-01","Colaborador",2
"Roberto@Dj2","2011-03-01","Autor",2
"Roberto@Fedora15","2011-05-01","Autor",1
"Roberto@Fierobecco","2010-03-01","Autor",4
"Roberto@Fiorenzo","2010-09-01","Autor",5
"Roberto@Fiorenzo","2010-11-01","Autor",2
"Roberto@Fiorenzo","2011-02-01","Autor",1
"Roberto@Goyle","2011-02-01","Autor",1
"Roberto@Goyle","2011-11-01","Autor",1
"Roberto@Goyle","2012-02-01","Autor",1
"Roberto@Goyle","2012-03-01","Autor",1
"Roberto@Icarus","2012-03-01","Autor",1
"Roberto@Localhost.Localdomain","2009-08-01","Autor",1
"Roberto@Localhost.Localdomain","2009-09-01","Autor",1
"Roberto@Localhost.Localdomain","2009-11-01","Autor",1
"Roberto@Localhost.Localdomain","2009-12-01","Autor",1
"Roberto@Maverick64","2011-01-01","Autor",1
"Roberto@Maverick64","2011-02-01","Autor",2
"Roberto@Maverick64","2011-03-01","Colaborador",1
"Roberto@Maverick64","2011-04-01","Autor",8
"Roberto@Mrspurr","2010-11-01","Autor",1
"Roberto@Natty32","2011-03-01","Autor",1
"Roberto@Natty32","2011-04-01","Autor",4
"Roberto@Natty32","2011-05-01","Autor",5
"Roberto@Natty32","2011-07-01","Autor",1
"Roberto@Oneiric64","2011-11-01","Autor",1
"Roberto@Oneiric64","2011-12-01","Colaborador",2
"Roberto@Oneiric64","2012-01-01","Colaborador",2
"Roberto@Oneiric64","2012-02-01","Colaborador",1
"Roberto@Openbsd50","2012-03-01","Autor",1
"Roberto@Openindiana","2012-03-01","Autor",3
"Roberto@Precise64","2012-02-01","Autor",2
"Roberto@Precise64","2012-02-01","Colaborador",1
"Roberto@Precise64","2012-03-01","Colaborador",7
"Roberto@Precise64","2012-04-01","Colaborador",3
"Roberto@Precise64","2012-05-01","Autor",4
"Roberto@Precise64","2012-05-01","Colaborador",4
"Roberto@Quantal64","2012-06-01","Autor",3
"Roberto@Quantal64","2012-07-01","Autor",2
"Roberto@Quantal64","2012-08-01","Autor",3
"Roberto@Quantal64","2012-09-01","Autor",7
"Roberto@Silente","2010-06-01","Autor",1
"Roberto@Sirius","2009-04-01","Colaborador",2
"Roberto@Sirius","2009-05-01","Colaborador",2
"Roberto@Sirius","2009-11-01","Colaborador",1
"Roberto@Sirius","2009-12-01","Colaborador",7
"Roberto@Sirius","2010-01-01","Colaborador",7
"Roberto@Sirius","2010-02-01","Autor",1
"Roberto@Sirius","2010-02-01","Colaborador",13
"Roberto@Sirius","2010-03-01","Colaborador",34
"Roberto@Sirius","2010-04-01","Colaborador",4
"Roberto@Sirius","2010-05-01","Colaborador",1
"Roberto@Sirius","2010-06-01","Autor",4
"Roberto@Sirius","2010-07-01","Colaborador",5
"Roberto@Sirius","2010-08-01","Colaborador",3
"Roberto@Sirius","2010-09-01","Colaborador",10
"Roberto@Sirius","2010-10-01","Autor",14
"Roberto@Sirius","2010-10-01","Colaborador",5
"Roberto@Sirius","2010-11-01","Colaborador",4
"Roberto@Sirius","2010-12-01","Autor",8
"Roberto@Sirius","2010-12-01","Colaborador",1
"Roberto@Sirius","2011-01-01","Autor",1
"Roberto@Sirius","2011-01-01","Colaborador",1
"Roberto@Sirius","2011-02-01","Colaborador",1
"Roberto@Sirius","2011-03-01","Colaborador",3
"Roberto@Sirius","2011-04-01","Autor",1
"Roberto@Sirius","2011-04-01","Colaborador",2
"Roberto@Sirius","2011-05-01","Colaborador",1
"Roberto@Sirius","2011-07-01","Colaborador",1
"Roberto@Sirius","2011-08-01","Autor",1
"Roberto@Sirius","2011-11-01","Colaborador",1
"Roberto@Sirius","2012-02-01","Colaborador",2
"Roberto@Sirius","2012-04-01","Colaborador",1
"Roberto@Sirius","2012-05-01","Colaborador",1
"Roberto@Sirius.Local","2010-03-01","Autor",1
"Roberto@Solaris","2010-04-01","Autor",1
"Roberto@Solarisexpress","2011-04-01","Autor",1
"Roberto@Ubuntu64","2010-08-01","Autor",19
"Roberto@Unbit","2010-03-01","Autor",1
"Roberto@Voldermort","2010-08-01","Autor",1
"Unbit","2012-10-01","Colaborador",3
"Unbit","2012-11-01","Colaborador",1
"Unbit","2012-12-01","Colaborador",3
"Unbit","2013-01-01","Colaborador",30
"Unbit","2013-02-01","Colaborador",17
"Unbit","2013-03-01","Colaborador",22
"Unbit","2013-04-01","Autor",1
"Unbit","2013-04-01","Colaborador",14
"Unbit","2013-05-01","Autor",1
"Unbit","2013-05-01","Colaborador",10
"Unbit","2013-06-01","Autor",2
"Unbit","2013-06-01","Colaborador",7
"Unbit","2013-07-01","Autor",1
"Unbit","2013-07-01","Colaborador",18
"Unbit","2013-08-01","Autor",3
"Unbit","2013-08-01","Colaborador",18
"Unbit","2013-09-01","Autor",21
"Unbit","2013-09-01","Colaborador",32
"Unbit","2013-10-01","Autor",18
"Unbit","2013-10-01","Colaborador",14
"Unbit","2013-11-01","Autor",1
"Unbit","2013-11-01","Colaborador",15
"Unbit","2013-12-01","Autor",1
"Unbit","2013-12-01","Colaborador",16
"Unbit","2014-01-01","Autor",1
"Unbit","2014-01-01","Colaborador",10
"Unbit","2014-02-01","Colaborador",5
"Unbit","2014-03-01","Colaborador",1
"Unbit","2014-04-01","Colaborador",1
"Unbit","2014-05-01","Colaborador",7
"Unbit","2014-06-01","Colaborador",3
"Unbit","2014-07-01","Colaborador",4
"Unbit","2014-08-01","Colaborador",7
"Unbit","2014-09-01","Colaborador",3
"Unbit","2014-10-01","Colaborador",4
"Unbit","2014-11-01","Colaborador",5
"Unbit","2014-12-01","Colaborador",3
"Unbit","2015-01-01","Colaborador",1
"Unbit","2015-02-01","Colaborador",1
"Unbit","2015-03-01","Colaborador",1
"Unbit","2015-04-01","Colaborador",1
"Unbit","2015-05-01","Colaborador",1
"Unbit","2015-06-01","Colaborador",1
"Unbit","2015-07-01","Colaborador",1
"Unbit","2015-08-01","Colaborador",1
"Unbit","2015-09-01","Colaborador",3
"Unbit","2015-10-01","Colaborador",1
"Unbit","2015-11-01","Colaborador",1
"Unbit","2015-12-01","Colaborador",2
"Unbit","2016-02-01","Colaborador",1
"Unbit","2016-05-01","Colaborador",4
"Unbit","2016-07-01","Colaborador",1
"Unbit","2016-08-01","Colaborador",1
"Unbit","2016-09-01","Colaborador",1
"Unbit","2016-11-01","Colaborador",2
"Unbit","2017-02-01","Colaborador",1
"Unbit","2017-03-01","Colaborador",2
"Unbit","2017-09-01","Colaborador",1
"Unbit","2017-11-01","Autor",1
"Unbit","2018-02-01","Colaborador",1
"Unbit","2018-03-01","Colaborador",1
"Unbit","2018-06-01","Colaborador",1
"Unbit","2018-07-01","Colaborador",1
"Unbit","2018-08-01","Colaborador",1
"Unbit","2019-03-01","Colaborador",1
